545179	346437	209868	736924	390608	236500	170576	125476	108432	83354	69392	64074	56288	48960	45440	40592	38960	32736	32480	27936	25296	21840	23696	21728	23008	18608	21488	15728	15856	14944	14896	15072	18032	17104	1240080
609903	385893	206870	934568	462518	292862	198174	154462	127232	100688	89872	75392	71232	64816	59872	47008	39616	38016	34624	32736	29936	34912	26208	26816	27920	27312	27328	27648	24640	22160	23824	17904	16752	18592	1113552
497540	324175	213047	643124	330156	219420	145082	107962	95098	77194	59322	54784	45104	39776	35664	32368	30288	27088	28592	22688	20160	19600	19760	17280	17152	16752	17552	15248	14112	13792	15632	17696	19120	22080	1299936
298224	91904	595058	643124	330156	219420	145082	107962	95098	77194	59322	54784	45104	39776	35664	32368	30288	27088	28592	22688	20160	19600	19760	17280	17152	16752	17552	15248	14112	13792	15632	17696	19120	22080	1299936
20105	134547	3249990	1118294	554096	329598	222730	163364	123664	100576	92698	75008	61056	62176	61872	54768	55568	68512	2739728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22372	126538	3607426	1448772	709748	416580	302180	229012	186304	153888	123984	108368	92624	83680	80336	61248	56400	56592	2518528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14583	124849	2369746	934568	462518	292862	198174	154462	127232	100688	89872	75392	71232	64816	59872	47008	39616	38016	34624	32736	29936	34912	26208	26816	27920	27312	27328	27648	24640	22160	23824	17904	16752	18592	1113552
593285	528597	225626	934568	462518	292862	198174	154462	127232	100688	89872	75392	71232	64816	59872	47008	39616	38016	34624	32736	29936	34912	26208	26816	27920	27312	27328	27648	24640	22160	23824	17904	16752	18592	1113552
